bfwa398	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
bfwa62	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
bfwa782	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
bwm200	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
bwm2000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde1	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde2	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde3	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde4	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde5	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cdde6	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
ck104	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
ck400	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
ck656	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dw1024	solution good enough given atol and rtol	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dw256A	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dw256B	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
dw4096	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
lop163	solution good enough given atol and rtol	found approximate least-squares solution	solution good enough given atol and rtol	unknown
mhda416	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
odepa400	found approximate least-squares solution	found approximate least-squares solution	unknown	solution good enough given atol and rtol
olm100	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
olm1000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
olm2000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	unknown
olm500	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
olm5000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	unknown
pde225	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
pde2961	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
pde900	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
qh882	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
rbsa480	unknown	unknown	solution good enough given atol and rtol	found approximate least-squares solution
rbsb480	unknown	unknown	solution good enough given atol and rtol	found approximate least-squares solution
rdb2048	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb5000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb968	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
rw136	solution good enough given atol and rtol	unknown	solution good enough given atol and rtol	solution good enough given atol and rtol
rw496	solution good enough given atol and rtol	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rw5151	solution good enough given atol and rtol	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
tub100	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tub1000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
cryg10000	found approximate least-squares solution	found approximate least-squares solution	found approximate least-squares solution	found approximate least-squares solution
cryg2500	found approximate least-squares solution	found approximate least-squares solution	found approximate least-squares solution	found approximate least-squares solution
dw2048	solution good enough given atol and rtol	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dw8192	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dwa512	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
dwb512	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
mhd3200a	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
mhd4800a	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
qh1484	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
qh768	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
rdb1250	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb1250l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
rdb200	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
rdb200l	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol	found approximate least-squares solution
rdb2048_noL	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb3200l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb450	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb450l	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol	found approximate least-squares solution
rdb800l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
tols1090	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols2000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols340	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols4000	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
tols90	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
